modern|||old_french|||modern_prompt|||translation_prompt
Bonjour mon petit Lucien, c'est Papi Gérard. Je voulais te raconter que, dimanche dernier, on a eu une belle fête au club des anciens. On a même fait un petit tournoi de pétanque, tu sais, ça m'a rappelé mes jeunes années sur la place du village. Bon, j'ai pas gagné, mais l'important c'était de s'amuser et de partager un bon moment entre amis. Prends bien soin de toi, mon grand, et passe me voir quand tu pourras.|||Bonjour mon petit Lucien, c’est Papi Gérard. Je te vouloye raconter que, dimanche dernier, nous eûmes une belle fête au club des anciens. Nous fîmes mesmes un petit tournoi de pétanque, sçais-tu, cela me ramentevoit mes jeunes années en la place du village. Ma foy, je ne gagnay point, mais l’important estoit de nous esbattre et de partager un bon moment entre amis. Prens bien soin de toy, mon grant, et passe me veoir quand tu pourras.|||Écris un message vocal sérieux qui parle de une fête et de le sport. Écris ce texte comme si tu étais un papi de 75 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Bonjour mon petit Lucien, c'est Papi Gérard. Je voulais te raconter que, dimanche dernier, on a eu une belle fête au club des anciens. On a même fait un petit tournoi de pétanque, tu sais, ça m'a rappelé mes jeunes années sur la place du village. Bon, j'ai pas gagné, mais l'important c'était de s'amuser et de partager un bon moment entre amis. Prends bien soin de toi, mon grand, et passe me voir quand tu pourras."  Traduction en ancien français :
Salut mes chéris ! C'est Jade, votre influenceuse lifestyle préférée. Aujourd'hui, on va parler de la famille, cette joyeuse bande d'individus qui pense que votre temps leur appartient. Vous savez, ces gens merveilleux qui peuvent transformer un brunch paisible en débat sur votre futur mariage inexistant. Alors, levons nos verres à ces êtres fantastiques qui nous rappellent que la sérénité est surcotée ! 😂✨ #FamilleGoals #IronieMondiale|||Salutz, mes tres cherz ! C'est Jade, vostre influenceuse de vie mondaine préférée. En ce jour, nous deviserons de la famille, ceste joyeuse troupe d'ames qui cuident que vostre temps leur appartient. Vous sçavez, ces gens mervaillables qui pevent tourner ung brunch paisible en débat de vostre futur mariage inexistant. Doncques, levons nos couppes à ces créatures fantastiques qui nous remembrent que la sérénité est bien souvent surcotée ! 😂✨ #ButzFamille #IronieUniverselle|||Écris un article de blog ironique qui parle de la famille. Écris ce texte comme si tu étais une influenceuse lifestyle de 25 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Salut mes chéris ! C'est Jade, votre influenceuse lifestyle préférée. Aujourd'hui, on va parler de la famille, cette joyeuse bande d'individus qui pense que votre temps leur appartient. Vous savez, ces gens merveilleux qui peuvent transformer un brunch paisible en débat sur votre futur mariage inexistant. Alors, levons nos verres à ces êtres fantastiques qui nous rappellent que la sérénité est surcotée ! 😂✨ #FamilleGoals #IronieMondiale"  Traduction en ancien français :
Cher Antoine,  J'espère que tout va bien de ton côté. Ici, entre les révisions pour mes cours du soir et les préparatifs pour notre prochain voyage en Italie, le temps file à une vitesse folle. J'essaie de jongler au mieux avec mon emploi du temps pour concilier études et moments précieux avec toi. Hâte de partager de nouvelles aventures ensemble !  Amicalement,   Marc|||Cher Antoine,  Espoir ai que tout soit bien de vostre costé. Ici, entre les revisions pour mes leçons du soir et les preparatifs pour nostre prochain voyage en Italie, le temps s'enfuit à une vitesse moult grande. M'efforce de jongler au mieulx avec mon emploi du temps pour accorder estudes et moments précieux avec toy. Suis en haste de partager nouvelles aventures ensemble!  Amicalement,   Marc|||Écris une lettre personnelle réaliste qui parle de les études et de les voyages. Écris ce texte comme si tu étais un père célibataire organisé. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Cher Antoine,  J'espère que tout va bien de ton côté. Ici, entre les révisions pour mes cours du soir et les préparatifs pour notre prochain voyage en Italie, le temps file à une vitesse folle. J'essaie de jongler au mieux avec mon emploi du temps pour concilier études et moments précieux avec toi. Hâte de partager de nouvelles aventures ensemble !  Amicalement,   Marc"  Traduction en ancien français :
Chère Confidente Pixel,  Aujourd'hui, mon cœur bat la chamade après une discussion orageuse avec Élise, ma fille, au sujet de notre voyage à Lisbonne. Elle veut tout planifier sur son fichu smartphone, alors que j'ai envie de flâner au gré de mes envies, le nez au vent et le sourire aux lèvres. Mais bon, on finira bien par se retrouver autour d'un bon pastel de nata, et tout ça ne sera qu'un doux souvenir. Allez, je file, mes baskets m'appellent pour une balade digitale dans le parc !   Avec amour,   Mamie Lola 💖|||Chère Confidente Pixel,  En ceste jour, mon cueur bat la chamade après une parolle orageuse avec Élise, ma fille, touchant nostre voyage à Lisbonne. Elle veult tout ordonner sur son maudict esmartphone, tandis que j'ay envie de flâner au gré de mes désirz, le nez au vent et la risée aux lèvres. Mais bon, nous nous retrouverons bien auprès d'un bon pastel de nata, et tout cela ne sera qu’un doulx souvenir. Or sus, je m'en vais, mes chausses me appellent pour une balade digitale en la parc !  Avec amour,   Mamie Lola 💖|||Écris un journal intime sincère qui parle de les voyages et de une dispute. Écris ce texte comme si tu étais une grand-mère moderne et branchée. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Chère Confidente Pixel,  Aujourd'hui, mon cœur bat la chamade après une discussion orageuse avec Élise, ma fille, au sujet de notre voyage à Lisbonne. Elle veut tout planifier sur son fichu smartphone, alors que j'ai envie de flâner au gré de mes envies, le nez au vent et le sourire aux lèvres. Mais bon, on finira bien par se retrouver autour d'un bon pastel de nata, et tout ça ne sera qu'un doux souvenir. Allez, je file, mes baskets m'appellent pour une balade digitale dans le parc !   Avec amour,   Mamie Lola 💖"  Traduction en ancien français :
Oh, ma petite Margaux, laisse-moi te raconter une petite histoire qui remonte à quelques années. Je me souviens de m'être assise chaque matin avec une tasse de thé fumant et mon journal papier, prête à découvrir les nouvelles du monde. Puis un jour, ton oncle Marcel m'a offert une petite tablette, une de ces machines modernes, et je te promets, j'ai bien ri en pensant que je ne saurais jamais m'en servir. Eh bien, ma chérie, aujourd'hui, c'est avec cette tablette que je lis les nouvelles, et je me sens toujours connectée au monde, sans avoir à me tacher les doigts d'encre!|||Ô, ma petite Margaux, laisse-moi te conter une menue histoire qui s'en retourne à quelques années passées. Je me rappelle de m'estre assise chascun matin avec une tasse de thé fumante et mon journal de papier, toute prête à descouvrir les nouvelles du monde. Puis, un jour, ton oncle Marcel me donna une petite tablette, une de ces machines modernes, et je te promets, je me gaussai bien en pensant que jamais ne saurai-je m'en servir. Hé bien, ma chérie, aujourd'hui, c'est avec ceste tablette que je lis les nouvelles, et je me sens toujours connectée au monde, sans avoir à me souiller les doigts d'encre !|||Écris une anecdote neutre qui parle de la technologie et de une habitude. Écris ce texte comme si tu étais une mamie bienveillante et sage. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Oh, ma petite Margaux, laisse-moi te raconter une petite histoire qui remonte à quelques années. Je me souviens de m'être assise chaque matin avec une tasse de thé fumant et mon journal papier, prête à découvrir les nouvelles du monde. Puis un jour, ton oncle Marcel m'a offert une petite tablette, une de ces machines modernes, et je te promets, j'ai bien ri en pensant que je ne saurais jamais m'en servir. Eh bien, ma chérie, aujourd'hui, c'est avec cette tablette que je lis les nouvelles, et je me sens toujours connectée au monde, sans avoir à me tacher les doigts d'encre!"  Traduction en ancien français :
Bonjour, c'est Gérard, le retraité qui se prend pour un jeune en surfant sur cette toile mondiale ! Figurez-vous que j'ai enfin rencontré quelqu'un, oh oui, pas sur un banc au parc mais sur cet internet magique. Et tenez-vous bien, elle me propose déjà de m'installer chez elle, comme si changer de logement était aussi simple que de cliquer sur un bouton ! Ah, vraiment, la modernité, c'est fascinant... et un brin effrayant !|||Bon jour, c'est Gérard, le retraité qui se pense estre ung jeune en naviguant sur ceste toile universelle ! Or, sachez que j'ay enfin rencontré quelqu'un, oïl, non pas sur ung banc au parc mais par cest internet merveilleux. Et tenez-vous bien, elle me propose desjà de m'installer chez elle, comme si mue de logement estoit aussi aisé que de apuyer sur ung bouton ! Ah, véraiment, la modernité, c'est fort fascinante... et un peu effrayante !|||Écris un message vocal ironique qui parle de une rencontre et de le logement. Écris ce texte comme si tu étais un retraité qui découvre internet. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Bonjour, c'est Gérard, le retraité qui se prend pour un jeune en surfant sur cette toile mondiale ! Figurez-vous que j'ai enfin rencontré quelqu'un, oh oui, pas sur un banc au parc mais sur cet internet magique. Et tenez-vous bien, elle me propose déjà de m'installer chez elle, comme si changer de logement était aussi simple que de cliquer sur un bouton ! Ah, vraiment, la modernité, c'est fascinant... et un brin effrayant !"  Traduction en ancien français :
✨📚✈️ Ah, les jours où mes cahiers de médecine partageaient la place avec des cartes postales! Entre deux dissections et trois examens, je rêve encore du café italien bu à la hâte, des rues animées de Lisbonne, ou des nuits étoilées à Tokyo. Parfois, je me demande si je ne suis pas en train d’échanger mes voyages contre des nuits blanches en bibliothèque... Mais bon, chaque page tournée me rapproche un peu plus du monde que je veux explorer en blouse blanche. — Paul, étudiant en médecine et voyageur dans l'âme. 🌍❤️‍🩺|||Ah, les jours où mes cahiers de médecine se partageoient la place avecques des cartes postales! Entre deux dissections et trois espreuves, je rêve encore du café italien beu hastivement, des rues bruyantes de Lisbonne, ou des nuictz étoilées à Tokyo. Parfois, je me demande si je n'échange point mes voyages contre des nuictz blanches en librairie... Mais bon, chascune page tournée me raproche un petit peu plus du monde que je desire explorer en robe blanche. — Paul, estudiant en médecine et voyageur en l'âme.|||Écris un post sur les réseaux sociaux nostalgique qui parle de les études et de les voyages. Écris ce texte comme si tu étais un étudiant en médecine épuisé. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "✨📚✈️ Ah, les jours où mes cahiers de médecine partageaient la place avec des cartes postales! Entre deux dissections et trois examens, je rêve encore du café italien bu à la hâte, des rues animées de Lisbonne, ou des nuits étoilées à Tokyo. Parfois, je me demande si je ne suis pas en train d’échanger mes voyages contre des nuits blanches en bibliothèque... Mais bon, chaque page tournée me rapproche un peu plus du monde que je veux explorer en blouse blanche. — Paul, étudiant en médecine et voyageur dans l'âme. 🌍❤️‍🩺"  Traduction en ancien français :
Chers amis,  C'est Emma, votre guide à travers les petites merveilles du quotidien. 🌸 Aujourd'hui, alors que la pluie tambourine doucement contre ma fenêtre, je me surprends à réfléchir à quel point la technologie a transformé notre façon de vivre ces instants. Elle nous connecte aux autres, peu importe la tempête qui gronde dehors, et nous permet de partager ensemble ces moments de poésie météorologique. N'oublions pas de savourer ces moments simples que la vie et la technologie nous offrent. 💫  Avec tout mon amour, Emma|||Chiers amys,  C'est Emma, vostre guide à travers les petites merveilles du quotidien. En ceste journée, lors que la pluye tambourine doucement contre ma fenestre, je me surprens à penser combien la technologie a transformé nostre manière de vivre ces instants. Elle nous connecte aux aultres, quel que soit l'assault de la tempeste dehors, et nous permet de partager ensemble ces moments de poësie météorologique. N'oublions mie de savourer ces simples moments que la vie et la technologie nous offrent.  Avec tout mon amour, Emma|||Écris une lettre personnelle émouvant qui parle de la technologie et de la météo. Écris ce texte comme si tu étais une influenceuse lifestyle de 25 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Chers amis,  C'est Emma, votre guide à travers les petites merveilles du quotidien. 🌸 Aujourd'hui, alors que la pluie tambourine doucement contre ma fenêtre, je me surprends à réfléchir à quel point la technologie a transformé notre façon de vivre ces instants. Elle nous connecte aux autres, peu importe la tempête qui gronde dehors, et nous permet de partager ensemble ces moments de poésie météorologique. N'oublions pas de savourer ces moments simples que la vie et la technologie nous offrent. 💫  Avec tout mon amour, Emma"  Traduction en ancien français :
Yo, c’est Luna, 16 ans, et franchement, les loisirs, c’est un concept inventé par les adultes pour nous empêcher de dormir jusqu’à midi, j’vous jure. Genre, pourquoi s’épuiser à faire du sport quand on peut s’entraîner à zapper entre Netflix et TikTok sans bouger du canapé ? Franchement, mon plus grand hobby, c’est de débattre avec maman sur le fait que "scrolling" c’est aussi productif que ses cours de yoga bizarre ! Bref, vive la liberté... et les snacks !|||Oyé, c'est Luna, de seize ans, et par ma foy, les passe-temps, c’est une invention des gens de grand' âge pour nous empêcher de dormir jusques à midi, je vous jure. Pourquoy se fatiguier à faire des exploits physiques quand on peut s’exercer à passer d’un divertissement à un autre entre le Netflux et le TikTok sans bouger de nostre couche ? Par ma foy, ma plus grand' occupation, c’est de débattre avec ma mère sur le faict que "scrolling" est aussi productif que ses estranges leçons de yoga ! Bref, vive la liberté... et les friandises !|||Écris un texte de réflexion drôle qui parle de les loisirs. Écris ce texte comme si tu étais une ado rebelle de 16 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Yo, c’est Luna, 16 ans, et franchement, les loisirs, c’est un concept inventé par les adultes pour nous empêcher de dormir jusqu’à midi, j’vous jure. Genre, pourquoi s’épuiser à faire du sport quand on peut s’entraîner à zapper entre Netflix et TikTok sans bouger du canapé ? Franchement, mon plus grand hobby, c’est de débattre avec maman sur le fait que "scrolling" c’est aussi productif que ses cours de yoga bizarre ! Bref, vive la liberté... et les snacks !"  Traduction en ancien français :
Cher journal,  Aujourd'hui, je suis submergée par une vague de nostalgie en repensant à mon premier studio à Paris. C'était petit, certes, mais c'était à moi et chaque recoin racontait une histoire que je partageais avec vous, mes chers abonnés. Je me souviens des soirées passées à réarranger les quelques meubles pour capturer la lumière parfaite pour mes photos Instagram. Ah, ces moments où tout semblait possible, où chaque détail de mon petit cocon était source d'inspiration infinie.   Avec amour, Lila 🌿|||Chier journal,  Hui, me suis trouvée toute envaïe d'une vague de nostalgie, en me remembrant de mon premier estude à Paris. Petit il estoit, certes, mais il estoit mien et chascun recoin contoit une histoire que je partaigeoye avec vous, mes chiers abonnés. Me resouviens des vesprées passées à remanier les quelques meubles pour saisir la lumière parfaicte pour mes ymages sur l'Instagram. Ah, ces moments où tout sembloit possible, où chascun détail de mon petit cocon estoit source d'inspiration infinie.  Avec amour, Lila 🌿|||Écris un journal intime nostalgique qui parle de le logement. Écris ce texte comme si tu étais une influenceuse lifestyle de 25 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Cher journal,  Aujourd'hui, je suis submergée par une vague de nostalgie en repensant à mon premier studio à Paris. C'était petit, certes, mais c'était à moi et chaque recoin racontait une histoire que je partageais avec vous, mes chers abonnés. Je me souviens des soirées passées à réarranger les quelques meubles pour capturer la lumière parfaite pour mes photos Instagram. Ah, ces moments où tout semblait possible, où chaque détail de mon petit cocon était source d'inspiration infinie.   Avec amour, Lila 🌿"  Traduction en ancien français :
Alors, c'était chez Tarek, on avait tous décidé de se faire un ptit barbecue dans son jardin. Tout le monde était là, et ça partait en cacahuète quand sa sœur a commencé à crier parce que son frère avait cramé les merguez. Franchement, j'étais plié de rire, surtout quand Tarek a dit : "C'est pas ma faute, c'est le barbecue qui a confondu cuisson et incinération !" Sa mère est sortie, elle a pris les pinces et l'a regardé comme si c'était la fin du monde, mais on a tous fini par bouffer des chips et des salades, tranquille.|||Lors, ce feust chez Tarek, et nous avions tous délibéré de faire un petit grill en son verger. Toute la compagnie y estoit, et cela partoit en désordre quant sa sœur commença à crier pour ce que son frère avoit eschauffé les saucisses. Par ma foi, j’estois courbé de rire, principalement quant Tarek dist : "Ce n’est mie ma coulpe, c’est le grill qui a meslé cuisson et incinération !" Sa mère issit, elle prit les fers et le regarda comme si c’eust esté la fin du monde, mais nous finîmes par manger des échaudés et des salades, en paix.|||Écris un récit de souvenir drôle qui parle de les repas et de une dispute. Écris ce texte comme si tu étais un jeune de banlieue de 18 ans. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Alors, c'était chez Tarek, on avait tous décidé de se faire un ptit barbecue dans son jardin. Tout le monde était là, et ça partait en cacahuète quand sa sœur a commencé à crier parce que son frère avait cramé les merguez. Franchement, j'étais plié de rire, surtout quand Tarek a dit : "C'est pas ma faute, c'est le barbecue qui a confondu cuisson et incinération !" Sa mère est sortie, elle a pris les pinces et l'a regardé comme si c'était la fin du monde, mais on a tous fini par bouffer des chips et des salades, tranquille."  Traduction en ancien français :
Salut, c'est Jacques, ton père préféré, enfin... ton seul père, mais ça compte quand même, hein ? Alors, imagine un peu la scène : on est tous à table, et ta sœur a décidé que c'était le moment idéal pour défendre l'ananas sur la pizza. J'ai tenté de garder mon calme, mais quand ton frère a proposé de mettre des cornichons dessus, j'ai su que j'avais perdu le contrôle de cette famille ! Bref, j'espère que ta journée est moins mouvementée que la nôtre, bisous !|||Salutz, c'est Jacque, ton père prééminent, voire... ton soul père, mais ce conte tout de mesme, n'est-ce pas ? Lors, imagine un petit la scène : nous sommes tous à table, et ta sœur a jugé que c'était l'instant opportun pour défendre l'ananaz sur la tarte de pain. J'ay tenté de garder mon calme, mais quant ton frère a proposé de mettre des cornichons dessus, sçay que j'avoye perdu le contrôle de ceste famille ! Bref, espère que ta journée soit moins mouvementée que la nostre, baisers !|||Écris un message vocal drôle qui parle de la famille et de une dispute. Écris ce texte comme si tu étais un père célibataire organisé. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Salut, c'est Jacques, ton père préféré, enfin... ton seul père, mais ça compte quand même, hein ? Alors, imagine un peu la scène : on est tous à table, et ta sœur a décidé que c'était le moment idéal pour défendre l'ananas sur la pizza. J'ai tenté de garder mon calme, mais quand ton frère a proposé de mettre des cornichons dessus, j'ai su que j'avais perdu le contrôle de cette famille ! Bref, j'espère que ta journée est moins mouvementée que la nôtre, bisous !"  Traduction en ancien français :
Salut, c'est Maxime "La Machine" Duval, le roi du cardio et des abdos en béton! Hier soir, j'ai été invité à une fête, et je dois vous avouer que jongler entre les squats et les spots de dance, c'était tout un sport! Entre deux morceaux de pizza, je me suis dit que soulever des haltères et soulever la foule, c'est finalement pas si différent : dans les deux cas, il faut de l'endurance, de la persévérance, et un bon sens du rythme. Mais attention, après minuit, comme Cendrillon, je me transforme... en coach de sommeil, car demain, à l'aube, c'est retour sur le terrain pour un marathon de pompes!|||Salut, c'est Maxime "La Machine" Duval, le roy du cardio et des abdos de pierre! Hier au soir, je fus invité à une feste, et je vous doy confesser que mesler entre les squats et les lieux de dance, ce estoit tout ung esbatement! Entre deux morceaux de pizza, je me suis dit que lever des haltères et lever la foule, n'est point si divers : en chascun cas, il fault de l'endurance, de la persévérance, et ung bon sens du rythme. Mais prenez garde, après minuit, comme à Cendrillon, je me transforme... en maistre de sommeil, car demain, à l'aube, il sera temps de retourner au champ pour ung marathon de pompes!|||Écris un texte de réflexion drôle qui parle de une fête et de le travail. Écris ce texte comme si tu étais un sportif motivé et discipliné. (invente un nom si tu en as besoin)Utilise le vocabulaire, les expressions et le style d'écriture typiques de cette personne. Fais en sorte que le texte soit personnel et qu'il semble authentique. Le texte doit faire entre 2 et 4 phrases.|||Traduis ce texte en vieux français du XVieme siecle. Texte : "Salut, c'est Maxime "La Machine" Duval, le roi du cardio et des abdos en béton! Hier soir, j'ai été invité à une fête, et je dois vous avouer que jongler entre les squats et les spots de dance, c'était tout un sport! Entre deux morceaux de pizza, je me suis dit que soulever des haltères et soulever la foule, c'est finalement pas si différent : dans les deux cas, il faut de l'endurance, de la persévérance, et un bon sens du rythme. Mais attention, après minuit, comme Cendrillon, je me transforme... en coach de sommeil, car demain, à l'aube, c'est retour sur le terrain pour un marathon de pompes!"  Traduction en ancien français :
